,emotion,content,updated_content
16594,hate,Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this!   HAT CLUB Come &amp;&amp; gimme some Company! Oh &amp;&amp; a Cookie! ;-),ahahah can wait but got work rite hat club come ampamp time compani oh ampamp cook )
16599,hate,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",sooooooo happi watch dinner channelrubbish rubbish rubbishhhhhh didn jone d poster due want in
16640,hate,Ew traffic,we traffic
16646,hate,@McFlyingGirl  i got too do course work   i hate it it is hard this one,got cours work hate hard
16729,hate,"Oh, fuck me. I've just returned from the Supermarket Of Doom to find that I have nothing to drink here.",oh fuck give return supermarket doom find drink
16788,hate,Sometimes black girls just piss me off like a mother fucker!,black girl pas like mother pucker
16792,hate,o damn i just accidentally listened to rick ross,damn accident listen rich ross
16812,hate,I am doing Geography Revision on Earthquakes!  How Boring!!,geographi revis earthquak bore
16823,hate,Sunburn hurts!,sunburnt hurt
16845,hate,my brother is irritating. and not just bc he takes &amp; wears my clothes without asking. i want to punch him violently for shit he does.,brother irrit bc take amp wear cloth ask want punch violent shit
16860,hate,he just fully yelled @me saying dnt be so fcking stupid grow up! stop with this band shit then... throws the remote at me thnks love u2,fulli yell say dint fuck stupid grow stop band shit throw remot thank love u
16878,hate,@cristinica21 kill her,kill
16931,hate,@rockchick0125 yup!  Now I can join in on the nin access fun!,up join in access fun
16937,hate,"@bcollinstattoo yes, boo for soar throats and earaches!",ye too soar throat earach
16976,hate,crap! tying run is on 2nd!  let's hold em' Raiders!,cap tie run nd let hold em rider
16985,hate,"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!",evil credit card compani god start *build* credit stupid king
16997,hate,hates this weather,rate weather
17000,hate,@MVPublicLibrary don't tape hold slips to items !! just ripped a digipack cd case,dont tape hold slip item grip digipack d case
17006,hate,"damn it...Margie said she couldn't share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her",damn itmargi said couldn share into kill evil eddi want into gave
17022,hate,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,hate new mt dew commercialth giant mosquito scar cross time
17079,hate,I went over the limit for actions per hour for twitter clients.  i hate that limit.,went limit action hour twitter client hate limit
17085,hate,my sister is a douchebag,sister douchebag
17099,hate,"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!",fix bike chain way workarriv filthi bloodi mess love weather
17119,hate,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.,tri dye hair got blood chink middl hair sang
17122,hate,@teamincredible ALL white shoes make me cringe  . White shoes give me pause.,white shoe cring white shoe paus
17195,hate,is all alone  sick of doing this assignment! someone do it for me!!!,sick assign
17214,hate,@gorgeousapg hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol,ahahah each sowwiee git shirt match de speaker nd ink da color aghhh =o ll
17220,hate,"@To_The_Moon Hiya hun! It's just not my day. Dentist appointment (ouch!),notebook being a bitch. Feeling sick  How's you?",hi run day dentist appoint (such)notebook bitch feel sick how
17254,hate,@DR I'm SO jealous- it's pouring right now,in jealou pour right
17265,hate,Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,left quotupquot outoffocu project hope complaint theater manag fix
17285,hate,And my basketball is flat and there was a massive spider in my pavement chalks  Now the sun has gone in. FML.,basketbal flat massiv spider pavement chalk sun gone for
17316,hate,i may cry damn this weather got my ass burnt (nt literally jus my shins arms n chest) legs hurt lyk a biatch  slightly enjoy it tho ha,cri damn weather got as burnt (it liter just ship arm n chest) leg hurt ly bitch slightli enjoy the ha
17339,hate,"@ZomberellaMcFox if I do that, I'll have no pc",ill pp
17346,hate,Hates untalented bitches being mean to my talented friends,rate talent birch mean talent friend
17347,hate,@GoblinZA Can't access your site!,can access site
17452,hate,@TinaBinaTooReal not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh,funni profil as like utf in kind heat ugh
17462,hate,@doug251192 not impressed....! it might go away if you complain too much!  x,impress away complain x
17494,hate,I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??,hate ride bu ) damn anna summer ) like kill guy seat shower month
17498,hate,Yay for St Louis traffic,may st loui traffic
17511,hate,"finished!  took me about two hours, but i got a &quot;B&quot; on it",finish took hour got quotbquot
17569,hate,so much for an amazing day...some pervert just ruined it,amaz daytim prevent ruin
17599,hate,said final farewells to roommate.  almost finished packing then it's dc or bust on the 3rd. california: i divorce you x 3!,said final farewel roommat finish pack do bust rd california: divorc x
17605,hate,its raining! boo,rain too
17643,hate,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.",bet black planet ll didn problem ugli
17652,hate,hates samanthas guts,rate samantha gun
17656,hate,@maenad_au see i never got kyile.. not then not now ... see I must have some taste,got while tast
17692,hate,ah my tummy hurts  damn starbucks sugar/chocolate/caffeine,ah mummi hurt damn starbuck sugar/chocolate/caffein
17695,hate,@jareason There's nothing good on tonight anyway!!   #Sigjeans,there good tonight #sigjean
17696,hate,Hey ugh im sick and its summar !,hey ugh in sick summer
17698,hate,It's agreed if i find out who this girl was I'll punch her from everybody  xxx,agre find girl ill punch everybodi xxx
17706,hate,@johnmaine ahh i wish you guys would come to a hot topic near me.,ah wish gun come hot topic near
17711,hate,says BAD TRIP! (angry)  http://plurk.com/p/wxshi,say bad trip (angry) http://plurkcom/p/wish
17753,hate,Fed up today        No-one's available for comment,fed today bone avail comment
17826,hate,@dearsnippie  I never followed him in the first  place!   He is a useless waste of space. and Im not a conservative! LOL,follow place useless wast space in conserv ll
17828,hate,"I am up, and having to deal with another rainy day  What the hell happened to summer, its so freakin cold!",deal raini day hell happen summer break cold
17830,hate,Iï¿½ï¿½m home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!,home hate school in go fun bore want eat soon
17858,hate,school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,school pointlesss serious day school left watch move powerpoint let leaveee
17885,hate,THE SUN IS SHINING&lt; THE SKY IS FACKING BLUE&lt; TELETUBBIES? I HAVE TO FUCKING WORK.,sun shiningli sky face blue teletubbi fuck work
17901,hate,@she_shines92 aww that sucks,www suck
17933,hate,Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh,good thing march want long didn like incur delet ugh
17935,hate,@nick_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,by boy video coutur say :the did privat want le grade guard
18009,hate,@sh1mmer ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.&quot;back the ^$!@# up&quot;,) relat frustrat ruin up blow time updatesthey warn timesquotback ^$ upquot
18017,hate,A thursday. Is that REALLY necessary @jonasbrothers ? Have u ever heard of school and horrible mums,thursday necessari u heard school horribl sum
18026,hate,Ready to kill myself  i hate history,readi kill hate histori
18052,hate,general cleaning! i hate cleaning,gener clean hate clean
18066,hate,Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo damn depressing!,delay flight san diego la began delay flight feel sooooo damn depress
18134,hate,having a reli gd holiday .. buh now have to revise  x,reli go holiday but revis x
18144,hate,"Oh god, I want to blow up my tooth. It hurts.",oh god want blow tooth hurt
18256,hate,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,thought unfair pp n got depress water
18257,hate,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!,home final hungri need food mad caus penza today hang brandon rain ugh
18284,hate,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...,wait hair cut from suck peopl scream instead talk probabl go wait hour
18335,hate,"@curtistrichel thank you for being cabbie this AM-wasn't pissed and slamming doors this AM BTW, just hauling ass to get bathed before 6!",thank abb amant pas slam door bow haul as bath
18342,hate,I was waitin' so many new and good songs about the end but I didnt like it so much,wait new good song end didn like
18371,hate,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...,did quota littl godsquot http://only/in quotjust moment/ let stop here/ give fillquotword panic
18372,hate,God I HATE scary movies. They are not fun at all. I'm such a wimpy.,god hate scar move fun in simpli
18428,hate,my phone is dead  this sucks,phone dead suck
18442,hate,So bored in chem n im super hungry! Ugh,bore them n in super hungri ugh
18443,hate,knows its all going to sort itself out,know go sort
18446,hate,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,glad or so luckyyyyyyi hate u r home n r endur di
18448,hate,I am NOT in the mood for a long car drive,mood long car drive
18506,hate,@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!,ll give by year go u haven come
18530,hate,Arghhh So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive,arghhh annoyedyet gone starbuck amp given skill milk instead so milk can milk had throw away expens
18532,hate,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn't the weather know this is California?,sit traffic car get rais wash sunday doesn weather know california
18547,hate,@mmsanwar I hate how I won't see you ever again and especially next week because I won't have anyone to go yum cha with,hate wont especi week wont sum ha
